Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
Usir orang Tionghoa dari Balaan Mangondow...gan**ng,1,0,0,1,0,1,0,0,0,0,0,1,usir cina bala mongondow juragan ng,"['usir', 'cina', 'bala', 'mongondow', 'juragan', 'ng']"
RT USER: USER Memang dialah yang membubarkan PKI Orde Baru... Jadi perintahnya paling tepat. Melanjutkan! Memberantas PKI.,1,0,0,1,0,1,0,0,0,0,0,1,bubar partai komunis indonesia orde orde pas berantas partai komunis indonesia,"['bubar', 'partai', 'komunis', 'indonesia', 'orde', 'orde', 'pas', 'berantas', 'partai', 'komunis', 'indonesia']"
"Apakah para pengguna RT yang ingin disebut terhormat/mulia... perbuatannya itu menimbulkan kekacauan di negeri ini, sehingga banyak orang di DPR yang memilih dan membubarkan DPR?",1,0,0,1,0,0,0,0,1,0,0,1,nih panggil hormat mulia kerja bikin kacau negara ayo ramai ramai golput dewan wakil rakyat bubar dewan wakil rakyat,"['nih', 'panggil', 'hormat', 'mulia', 'kerja', 'bikin', 'kacau', 'negara', 'ayo', 'ramai', 'ramai', 'golput', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat']"
"Semakin banyak KPK menangkap ""OTT"" menunjukkan KPK gagal. BERHENTI dan serahkan polisi dan jaksa kepada USER",1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi tangkap ott komisi berantas korupsi gagal bubar serah polisi jaksa,"['komisi', 'berantas', 'korupsi', 'tangkap', 'ott', 'komisi', 'berantas', 'korupsi', 'gagal', 'bubar', 'serah', 'polisi', 'jaksa']"
Hilangkan pengkhianat yang menikam dari belakang dan kaki tangannya di Mahkamah Agung,1,0,0,1,0,0,0,0,1,0,0,1,lengser penghianat tusuk a antek antek,"['lengser', 'penghianat', 'tusuk', 'a', 'antek', 'antek']"
"Tangkap Pengunggah Obrolan Mesum, Kasus Rekayasa Kekayaan Kelompok Sayap Kiri yang Diperintahkan Kiri untuk Kebutuhan Kekuasaan Kiri, Gulingkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,tangkap unggah obrol mesum rekayasa rekayasa kelompok kiri pesan sih kiri tuju kuasa sih kiri lengser jokowi,"['tangkap', 'unggah', 'obrol', 'mesum', 'rekayasa', 'rekayasa', 'kelompok', 'kiri', 'pesan', 'sih', 'kiri', 'tuju', 'kuasa', 'sih', 'kiri', 'lengser', 'jokowi']"
Pengguna,1,1,1,0,0,0,0,0,1,0,0,1,kunyuk nih orang kasih kendor nih ciduk,"['kunyuk', 'nih', 'orang', 'kasih', 'kendor', 'nih', 'ciduk']"
"Oke, tunggu apa lagi? Itu sudah keterlaluan!! menggulingkan jokowi jokowi akhir",1,0,1,0,0,0,0,0,1,0,0,1,ya tunggu jalur nya lengser jokowi jokowi end,"['ya', 'tunggu', 'jalur', 'nya', 'lengser', 'jokowi', 'jokowi', 'end']"
PENGGUNA RT: PENJARA!!! ATAU PENGGUNA TURUN!!! https:\/\/t.co\/vqH0TNXaRz,1,1,0,1,0,0,0,0,1,0,0,1,penjara nista agama turun hypertext transfer protocol over secure socket layer t co vqh0tnxarz,"['penjara', 'nista', 'agama', 'turun', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'vqh0tnxarz']"
"Untuk menggulingkan Jokowi, Megawati menggulingkan Ahok terlebih dahulu, untuk menggulingkan Ahok nyalakan lilin terlebih dahulu di seluruh nusantara",1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi megawati lengser ahok lengser ahok padam lilin nusantara,"['lengser', 'jokowi', 'megawati', 'lengser', 'ahok', 'lengser', 'ahok', 'padam', 'lilin', 'nusantara']"
Ingin membantu? Singkirkan Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,bantu lengser jokowi,"['bantu', 'lengser', 'jokowi']"
"Semua demonstrasi di Indonesia hanya punya satu tuntutan ""gulingkan Jokowi""...",1,0,1,0,0,0,0,0,1,0,0,1,unjuk indonesia tuntut lengser jokowi,"['unjuk', 'indonesia', 'tuntut', 'lengser', 'jokowi']"
Pengguna,1,1,0,1,1,0,0,0,0,0,0,1,bantah iman allah subhanahu wa taala iman biadab wajib lopor buang islam,"['bantah', 'iman', 'allah', 'subhanahu', 'wa', 'taala', 'iman', 'biadab', 'wajib', 'lopor', 'buang', 'islam']"
"USER USER USER mengusir Rohingya dari Indonesia, karena Rohingya telah menghina gadis-gadis Budha di Myanmar.",1,0,0,1,0,1,0,0,0,0,0,1,usir rohingya indonesia rohingya nista gadis buddha myanmar,"['usir', 'rohingya', 'indonesia', 'rohingya', 'nista', 'gadis', 'buddha', 'myanmar']"
"Lebih baik jangan menunggu tahun 2019 turun secepatnya!! Benar apa yang dikatakan Pak USER, negara ini bisa hancur jika USER menjadi presiden",1,0,1,0,0,0,0,0,1,0,0,1,surat pemberitahuan tunggu 2019 lengser hancur negeri presiden,"['surat', 'pemberitahuan', 'tunggu', '2019', 'lengser', 'hancur', 'negeri', 'presiden']"
"Penjarakan semua orang kafir dan ateis Tiongkok! Termasuk Ahok, pemimpin babi yang korup!",1,1,0,1,0,1,0,0,0,0,0,1,penjara cina kafir ateis masuk ahok pimpin babi tukang korupsi,"['penjara', 'cina', 'kafir', 'ateis', 'masuk', 'ahok', 'pimpin', 'babi', 'tukang', 'korupsi']"
TNI HARUS MENGGERAKKAN PKI KE ATAS DAN KE BAWAH...!!!! JOKOWI BENAR-BENAR GAGAL MEMIMPIN INDONESIA. URL,1,0,1,0,0,0,0,0,1,0,0,1,tentara nasional indonesia gerak partai komunis indonesia bangkit rajalela lengser jokowi gagal total pimpin indonesia uniform resource locator,"['tentara', 'nasional', 'indonesia', 'gerak', 'partai', 'komunis', 'indonesia', 'bangkit', 'rajalela', 'lengser', 'jokowi', 'gagal', 'total', 'pimpin', 'indonesia', 'uniform', 'resource', 'locator']"
Hanya ada 2 solusi!! 1. Gulingkan Jokowi Sekarang 2. Khilafah,1,0,1,0,0,0,0,0,1,0,0,1,solusi 2 1 lengser jokowi 2 khilafah,"['solusi', '2', '1', 'lengser', 'jokowi', '2', 'khilafah']"
"Segera koordinasikan kekuatan massa muslim..segera kepung kedutaan Myanmar..usir Duta Besar dan Umat Buddha ""Liar"" dari Indonesia!!!",1,1,0,1,1,1,0,0,0,0,0,1,koordinasi kuat massa muslim kepung duta myanmar usir duta orang buddha biadab indonesia,"['koordinasi', 'kuat', 'massa', 'muslim', 'kepung', 'duta', 'myanmar', 'usir', 'duta', 'orang', 'buddha', 'biadab', 'indonesia']"
"RT USER USER Saya setuju/lebih bahagia/menikmati kalau MPR/DPR. Itu dibubarkan. Sudah masuk dalam daftar gaji negara, mereka dikorupsi sehingga menimbulkan kerugian",1,0,0,1,0,0,0,0,1,0,0,1,tuju bahagia senang majelis musyawarat rakyat dewan wakil rakyat bubar gaji negara korupsi rugi,"['tuju', 'bahagia', 'senang', 'majelis', 'musyawarat', 'rakyat', 'dewan', 'wakil', 'rakyat', 'bubar', 'gaji', 'negara', 'korupsi', 'rugi']"
"Ajak Semua Negara OKI Buang Islam Pak Lukman, Itu Satu-satunya Jalan Perdamaian di Timur Tengah",1,1,0,1,1,0,0,0,0,0,0,1,ajak negara oki buang islam lukman jalan damai timur,"['ajak', 'negara', 'oki', 'buang', 'islam', 'lukman', 'jalan', 'damai', 'timur']"
"Buat apa copot om..DPR punya kekuasaan rakyat..kalau tak berani ambil, USER akan kami gulingkan",1,0,1,0,0,0,0,0,1,0,0,1,lengser om dewan wakil rakyat kuasa rakyat berani kawal lengser,"['lengser', 'om', 'dewan', 'wakil', 'rakyat', 'kuasa', 'rakyat', 'berani', 'kawal', 'lengser']"
Buang saja Duta Besar Myanmar... Kumpulkan umat Buddha se-Indonesia di lapangan terbuka... sampaikan pidato... sampaikan... URL,1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar kumpul orang buddha indonesia lapang buka adakan orasi uniform resource locator,"['usir', 'duta', 'myanmar', 'kumpul', 'orang', 'buddha', 'indonesia', 'lapang', 'buka', 'adakan', 'orasi', 'uniform', 'resource', 'locator']"
"USER Potong saja tangan bajingan itu, pemimpin munafik, daerah munafik, keyakinan syariah hanya untuk mencambuk orang yang sedang jatuh cinta,,,'",1,1,1,0,1,0,0,0,0,0,0,1,potong tangan bajing pimpin munafik daerah munafik persa syariat cambuk orang pacar doang,"['potong', 'tangan', 'bajing', 'pimpin', 'munafik', 'daerah', 'munafik', 'persa', 'syariat', 'cambuk', 'orang', 'pacar', 'doang']"
"Kita harus mengusir keturunan Tionghoa dan membela penduduk asli. “Bukankah orang-orang Arab diusir?” ""Tidak, dia hanya keturunan"" Iya sama saja -_-",1,0,0,1,0,1,0,0,0,0,0,1,usir turun cina pe ahankan pribumi arab usir turun ya,"['usir', 'turun', 'cina', 'pe', 'ahankan', 'pribumi', 'arab', 'usir', 'turun', 'ya']"
Kapan PDIP NASDEM tegas bicara HANCURKAN PKI!!! Kok USER USER USER USER USER USER,1,0,0,1,0,1,0,0,0,0,0,1,nih partai demokrasi indonesia juang nasional demokrat bicara ganyang partai komunis indonesia memble,"['nih', 'partai', 'demokrasi', 'indonesia', 'juang', 'nasional', 'demokrat', 'bicara', 'ganyang', 'partai', 'komunis', 'indonesia', 'memble']"
RT USER USER Sebaiknya USER dibubarkan dan dibentuk lembaga antikorupsi baru dengan paradigma baru yang benar-benar independen.,1,0,0,1,0,0,0,0,1,0,0,1,mending bubar bikin lembaga anti korupsi paradigma bebas,"['mending', 'bubar', 'bikin', 'lembaga', 'anti', 'korupsi', 'paradigma', 'bebas']"
"Bagi Jokowi jangan tunggu 2019, sekarang baru 2017, gulingkan saja secara konstitusional...hehe",1,0,1,0,0,0,0,0,1,0,0,1,jokowi tunggu 2019 2017 lengser konstitusi hehe,"['jokowi', 'tunggu', '2019', '2017', 'lengser', 'konstitusi', 'hehe']"
Hancurkan PKI!! Waspadai bahaya tersembunyi!!,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia waspada bahaya laten,"['ganyang', 'partai', 'komunis', 'indonesia', 'waspada', 'bahaya', 'laten']"
"Buang saja! ""PENGGUNA: Membakar lilin bukanlah tindakan keberagaman, tapi tindakan terorisme Tiongkok. Buktinya? Mata setiap orang yang memegang lilin menyipit""",1,0,0,1,0,1,0,0,0,0,0,1,usir bakar lilin aksi bineka aksi teroris cina bukti mata sipit pegang lilin,"['usir', 'bakar', 'lilin', 'aksi', 'bineka', 'aksi', 'teroris', 'cina', 'bukti', 'mata', 'sipit', 'pegang', 'lilin']"
PENGGUNA RT Bubarkan DPR asli negeri ini dan maju terus,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat asli negara jalan,"['bubar', 'dewan', 'wakil', 'rakyat', 'asli', 'negara', 'jalan']"
Mari kita gulingkan Joko,1,0,1,0,0,0,0,0,1,0,0,1,ayo lengser sih joko,"['ayo', 'lengser', 'sih', 'joko']"
"DPR butuh dukungan seperti ini... Hak berpendapat... Singkirkan Jokowi, kedaulatan ada di tangan rakyat... terserah rakyat...",1,0,1,0,0,0,0,0,1,0,0,1,dewan wakil rakyat butuh dukung kayak nya nih hak nyata lengser jokowi daulat tangan rakyat serah rakyat,"['dewan', 'wakil', 'rakyat', 'butuh', 'dukung', 'kayak', 'nya', 'nih', 'hak', 'nyata', 'lengser', 'jokowi', 'daulat', 'tangan', 'rakyat', 'serah', 'rakyat']"
"Benar sekali, teman-teman! Hapus saja Jokowi yang sejak awal hanya memikirkan infrastruktur, tidak berharap masyarakat nyaman dengan perekonomian yang stabil.",1,0,1,0,0,0,0,0,1,0,0,1,kang lengser jokowi kerja nya pikir infrastruktur pikir rakyat nyaman ekonomi stabil,"['kang', 'lengser', 'jokowi', 'kerja', 'nya', 'pikir', 'infrastruktur', 'pikir', 'rakyat', 'nyaman', 'ekonomi', 'stabil']"
musnahkan pki kenapa harus hilangkan lambang PKI di FILM...??? APAKAH ANDA TERINTIMIDASI MENTERI PERKOMUNIKASI DAN PKI YANG Ibarat HANTU...??,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia hapus lambang partai komunis indonesia film intimidasi komunis antek partai komunis indonesia sepe i hantu,"['ganyang', 'partai', 'komunis', 'indonesia', 'hapus', 'lambang', 'partai', 'komunis', 'indonesia', 'film', 'intimidasi', 'komunis', 'antek', 'partai', 'komunis', 'indonesia', 'sepe', 'i', 'hantu']"
"USER Jangan percaya dengan mulut besar orang ini...jika perlu, jika ada yang mengetahui keberadaan orang ini, beri saya informasi agar saya dapat menutup mulutnya dan menggunakan petasan untuk menghentikan anjing pembohong ini.'",1,1,1,0,0,0,0,0,1,0,0,1,percaya mulut orang xg kenal orang info biar sumbat mulut pakai petas biar modar anjing bohong,"['percaya', 'mulut', 'orang', 'xg', 'kenal', 'orang', 'info', 'biar', 'sumbat', 'mulut', 'pakai', 'petas', 'biar', 'modar', 'anjing', 'bohong']"
Menlu RI Janji Hancurkan Pasukan Anti-China. Jokowi yang Anti-Pribumi Menjatuhkan Salinan Jokowi dari Türkiye,1,0,1,0,0,0,0,0,1,0,0,1,menteri negeri indonesia janji hancur kuat anti cina jokowi anti pribumi turun jokowi tiru turki,"['menteri', 'negeri', 'indonesia', 'janji', 'hancur', 'kuat', 'anti', 'cina', 'jokowi', 'anti', 'pribumi', 'turun', 'jokowi', 'tiru', 'turki']"
Julukan KPK lengkap. Mulai dari antek-antek Yahudi hingga Komunis. Hahaha.. Bubarkan Semen Padang FC!!,1,0,0,1,0,0,0,0,1,0,0,1,lengkap juluk komisi berantas korupsi antek yahudi komunis haha bubar semen padang fc,"['lengkap', 'juluk', 'komisi', 'berantas', 'korupsi', 'antek', 'yahudi', 'komunis', 'haha', 'bubar', 'semen', 'padang', 'fc']"
"Bubarkan partai-partai gaduh, partai-partai burung pipit, dan partai-partai keagamaan yang menjual ternak.",1,0,0,1,0,0,0,0,1,0,0,1,bubar ai gaduh ai burung pipit ai sapi jual agama,"['bubar', 'ai', 'gaduh', 'ai', 'burung', 'pipit', 'ai', 'sapi', 'jual', 'agama']"
RT USER Bubarkan DPR! tidak berguna,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
USER Bubarkan KPK! Busuk!,1,1,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi busuk,"['bubar', 'komisi', 'berantas', 'korupsi', 'busuk']"
"RT USER Masyarakat Adat Harus Tolak Etnis Tionghoa Jadi Pemimpin di Indonesia, Jangan Saingi Pancasila atau Bhineka...",1,0,0,1,0,1,0,0,0,0,0,1,pribumi tolak etnis cina pimpin indonesia adu pancasila bineka,"['pribumi', 'tolak', 'etnis', 'cina', 'pimpin', 'indonesia', 'adu', 'pancasila', 'bineka']"
SINGKIRKAN JOKOWI DI BAWAH KEKUATAN KOMUNIS CINA,1,0,1,0,0,1,0,0,0,0,0,1,lengser jokowi kuasa cina komunis,"['lengser', 'jokowi', 'kuasa', 'cina', 'komunis']"
USER USER USER USER USER USER USER USER USER USER Saya bangsa Indonesia dengan sukarela membasmi berudu komunis.',1,1,0,1,0,1,0,0,0,0,0,1,gue rakyat indonesia sukarela berantas cebong komunis,"['gue', 'rakyat', 'indonesia', 'sukarela', 'berantas', 'cebong', 'komunis']"
Usir Duta Besar Myanmar yang menaungi teroris Buddha SaveRohingya,1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar lindung teroris buddha save rohingya,"['usir', 'duta', 'myanmar', 'lindung', 'teroris', 'buddha', 'save', 'rohingya']"
USER USER Ganti presiden seluruh TKA China untuk kembali ke dataran China menggunakan getek',1,0,0,1,0,1,0,0,0,0,0,1,ganti presiden tenaga kerja asing cina pulang datar cina pakai getek,"['ganti', 'presiden', 'tenaga', 'kerja', 'asing', 'cina', 'pulang', 'datar', 'cina', 'pakai', 'getek']"
Rezim Diktator.. Ekonomi hanya untuk China.. Bersumpah setia pada Konstitusi PENGKHIANAT Gulingkan Jokowi,1,0,1,0,0,1,0,0,0,0,0,1,rezim diktaktor ekonomi cina sumpah setia undang undang dasar penghianat turun jokowi,"['rezim', 'diktaktor', 'ekonomi', 'cina', 'sumpah', 'setia', 'undang', 'undang', 'dasar', 'penghianat', 'turun', 'jokowi']"
RT. Mari kita gulingkan Jokowi setelah Ramadhan ini.,1,0,1,0,0,0,0,0,1,0,0,1,mari lengser jokowi habis ramadan,"['mari', 'lengser', 'jokowi', 'habis', 'ramadan']"
"Kalahkan PKI komunis demi selamatkan NKRI, jangan malas, jangan sampai pembantaian ulama dan kiai NU terulang kembali",1,0,0,1,0,1,0,0,0,0,0,1,gebuk komunis partai komunis indonesia selamat negara republik indonesia kasih kendor bantai ulama kiai nu ulang,"['gebuk', 'komunis', 'partai', 'komunis', 'indonesia', 'selamat', 'negara', 'republik', 'indonesia', 'kasih', 'kendor', 'bantai', 'ulama', 'kiai', 'nu', 'ulang']"
Pengusaha Tionghoa ;: jika reklamasi pulau G dibatalkan. Kami akan menggulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,usaha cina reklamasi pulau batal jokowi lengser,"['usaha', 'cina', 'reklamasi', 'pulau', 'batal', 'jokowi', 'lengser']"
"Usir dan singkirkan Cina dan Amerika, komunisme, sekularisme-liberalisme, dan demokrasi, gantikan dengan hukum Allah dan Rasul-Nya! [Gus Shams]",1,0,0,1,0,1,0,0,0,0,0,1,usir depak cina amerika komunisme sekuler liberalisme demokrasi ganti hukum allah rasul gus syams,"['usir', 'depak', 'cina', 'amerika', 'komunisme', 'sekuler', 'liberalisme', 'demokrasi', 'ganti', 'hukum', 'allah', 'rasul', 'gus', 'syams']"
Usir PKI Tionghoa dari NKRI,1,0,0,1,0,1,0,0,0,0,0,1,usir cina partai komunis indonesia negara republik indonesia,"['usir', 'cina', 'partai', 'komunis', 'indonesia', 'negara', 'republik', 'indonesia']"
"pengkhianatan UUD 1945, kuisionernya harusnya ada di sini... lebih efektif... Gulingkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,khianat undang undang dasar 45 angket nya kesini kena lengser jokowi,"['khianat', 'undang', 'undang', 'dasar', '45', 'angket', 'nya', 'kesini', 'kena', 'lengser', 'jokowi']"
"Kalau umat Islam tidak toleran, PASTI kami usir yang Kristen, Budha, Hindu, China, dan sebagainya... URL",1,0,0,1,1,1,0,0,0,0,0,1,umat islam toleran umat kristiani buddha rindu cina usir uniform resource locator,"['umat', 'islam', 'toleran', 'umat', 'kristiani', 'buddha', 'rindu', 'cina', 'usir', 'uniform', 'resource', 'locator']"
KPK kembali kalah. Ini harus dibubarkan!!!,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi kalah layak bubar,"['komisi', 'berantas', 'korupsi', 'kalah', 'layak', 'bubar']"
Jokowi kalah dalam demonstrasi tersebut. Jokowi kalah dari Rizieq. Jokowi kalah dari FPI. Tumbangkan saja mereka!!... Lebih baik hancurkan negara ini sama sekali... Bajingan!!,1,1,1,0,0,0,0,0,1,0,0,1,jokowi kalah demo jokowi kalah rizieq jokowi kalah front bela islam lengser mending rusak negara bangsat,"['jokowi', 'kalah', 'demo', 'jokowi', 'kalah', 'rizieq', 'jokowi', 'kalah', 'front', 'bela', 'islam', 'lengser', 'mending', 'rusak', 'negara', 'bangsat']"
SARAN PENGGUNA Lebih baik tanpa PENGGUNA. Jadi SEGERA. HAPUS PENGGUNA...Blegitu.. URL,1,0,1,0,0,0,0,0,1,0,0,1,usul bagus lengser uniform resource locator,"['usul', 'bagus', 'lengser', 'uniform', 'resource', 'locator']"
"Ayo gabung NU, kalau perlu singkirkan Jokowi, saya bantu doanya",1,0,1,0,0,0,0,0,1,0,0,1,ayo nu lengser jokowi gue bantu doa,"['ayo', 'nu', 'lengser', 'jokowi', 'gue', 'bantu', 'doa']"
1. ada kekacauan hukum sosial dan politik 2. itu tanggung jawab presiden 3. Jokowi biarkan saja 4. Singkirkan Jokowi Ayo kita penjarakan Ahok,1,0,1,0,0,0,0,0,1,0,0,1,1 kacau hukum politik sosial 2 tanggung presiden 3 jokowi biar 4 lengser jokowi ayo penjara ahok,"['1', 'kacau', 'hukum', 'politik', 'sosial', '2', 'tanggung', 'presiden', '3', 'jokowi', 'biar', '4', 'lengser', 'jokowi', 'ayo', 'penjara', 'ahok']"
"Semua sektor kacau, itu faktanya...sampai si pembunuh dibela...rakyat negeri ini mulai menggila. Hapus saja JokowiSI_MPR2017",1,0,1,0,0,0,0,0,1,0,0,1,sektor kacau fakta bunuh bela waras orang orang negeri lengser jokowi gas mpr2017,"['sektor', 'kacau', 'fakta', 'bunuh', 'bela', 'waras', 'orang', 'orang', 'negeri', 'lengser', 'jokowi', 'gas', 'mpr2017']"
OmMakarOm Makar jelas Megawati...biarkan China korup BLBI di PDIP! Singkirkan Jokowi,1,0,0,1,0,1,0,0,0,0,0,1,om makar om ya makar megawati biar cina cina korup bantu likuiditas bank indonesia partai demokrasi indonesia juang lengser jokowi,"['om', 'makar', 'om', 'ya', 'makar', 'megawati', 'biar', 'cina', 'cina', 'korup', 'bantu', 'likuiditas', 'bank', 'indonesia', 'partai', 'demokrasi', 'indonesia', 'juang', 'lengser', 'jokowi']"
Hancurkan PKI...jatuhkan PKI...jatuhkan PKI!!!! URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia ganyang partai komunis indonesia ganyang partai komunis indonesia uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'ganyang', 'partai', 'komunis', 'indonesia', 'ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
Garuda sengaja dibangkrutkan agar bisa dikuasai asing/Aseng (kutukan Cina). melengserkan PENGGUNA . Garuda Bangkrut,1,0,0,1,0,1,0,0,0,0,0,1,garuda sengaja bangkrut biar asai asing asing cina laknat lengser garuda bangkrut,"['garuda', 'sengaja', 'bangkrut', 'biar', 'asai', 'asing', 'asing', 'cina', 'laknat', 'lengser', 'garuda', 'bangkrut']"
"tangkap pelakunya, jika polisi tidak bisa maka gulingkan jokowi R3JIM PKI",1,0,1,0,0,1,0,0,0,0,0,1,tangkap laku polisi lengser jokowi rezim partai komunis indonesia,"['tangkap', 'laku', 'polisi', 'lengser', 'jokowi', 'rezim', 'partai', 'komunis', 'indonesia']"
RT USER Selanjutnya...gulingkan Jokowi,1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi,"['lengser', 'jokowi']"
"Subhanallah, apalagi kalau Ahok terbukti tidak bersalah, Naudzubillahmindzalik. Tanda-tanda Jokowi Harus Disingkirkan",1,0,1,0,0,0,0,0,1,0,0,1,subhanallah ahok vonis salah naudzubillahimindzalik tanda wajib lengser jokowi,"['subhanallah', 'ahok', 'vonis', 'salah', 'naudzubillahimindzalik', 'tanda', 'wajib', 'lengser', 'jokowi']"
China membuang semuanya begitu saja dari Indonesia. Mari kita lihat siapa yang menjadi miskin terlebih dahulu.,1,0,0,1,0,1,0,0,0,0,0,1,cina usir indonesia lihat miskin,"['cina', 'usir', 'indonesia', 'lihat', 'miskin']"
Hancurkan PKI dengan segala anteknya... URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia antek uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'antek', 'uniform', 'resource', 'locator']"
"Allah SWT, Tuhan palsu itu harus dibuang ke jamban USER USER USER USER kotor trs",1,1,0,1,1,0,0,0,0,0,0,1,allah subhanahu wa taala tuhan gadungan buang jamban jorok,"['allah', 'subhanahu', 'wa', 'taala', 'tuhan', 'gadungan', 'buang', 'jamban', 'jorok']"
Lebaran Presiden Baru 1. Punya Massa 2. Punya Kewenangan 3. Punya Strategi MUI Tumbangkan Jokowi Jelang Idul Fitri,1,0,1,0,0,0,0,0,1,0,0,1,lebaran presiden 1 massa 2 wibawa 3 strategi sidang istimewa lengser jokowi lebaran,"['lebaran', 'presiden', '1', 'massa', '2', 'wibawa', '3', 'strategi', 'sidang', 'istimewa', 'lengser', 'jokowi', 'lebaran']"
Kantor LBH dikepung massa yang takut ketahuan. Tujuannya adalah untuk menghancurkan PKI,1,0,0,1,0,1,0,0,0,0,0,1,kantor kepung massa takut kuak pokok ganyang partai komunis indonesia,"['kantor', 'kepung', 'massa', 'takut', 'kuak', 'pokok', 'ganyang', 'partai', 'komunis', 'indonesia']"
