Tweet,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
USER USER Hmmm saya mencium aroma aroma jablay\n\nPantes ae bangsat yoj pergi lu',1,0,0,hmmm cium aroma aroma jablay bangsat iya pergi,"['hmmm', 'cium', 'aroma', 'aroma', 'jablay', 'bangsat', 'iya', 'pergi']"
"Sekarang Anda lihat sendiri, bagaimana rezim ini ingin menjual seluruh aset bangsa. menggulingkan Jokowi Garuda Bangkrut",0,0,1,lihat rezim jual aset bangsa guling jokowi garuda bangkrut,"['lihat', 'rezim', 'jual', 'aset', 'bangsa', 'guling', 'jokowi', 'garuda', 'bangkrut']"
"PENGGUNA Ya. Game bagus apa yang berdasarkan film? Assassin's Creed juga berantakan. Resident Evil mungkin tidak baik-baik saja.""",0,1,0,ya game bagus dasar film assassin si creed beranta residen evil,"['ya', 'game', 'bagus', 'dasar', 'film', 'assassin', 'si', 'creed', 'beranta', 'residen', 'evil']"
PENGGUNA ; hanya bantuan gambar.,1,0,0,bantu gambar,"['bantu', 'gambar']"
"Anda lapar sesaat, hidup mewah, di Suriah mereka hidup sengsara, sama2 karena Islam & Muhammad BEJAD dipercaya nabi",0,1,0,lapar hidup mewah suriah hidup sengsara islam muhammad bejat percaya nabi,"['lapar', 'hidup', 'mewah', 'suriah', 'hidup', 'sengsara', 'islam', 'muhammad', 'bejat', 'percaya', 'nabi']"
"Dengan Komunisme-nya Cina besar, Dengan Kapitalisme-nya US besar Dengan Pancasila, Indonesia begini-begini aja bro",0,1,0,komunisme nya cina kapitalisme nya us pancasila indonesia bro,"['komunisme', 'nya', 'cina', 'kapitalisme', 'nya', 'us', 'pancasila', 'indonesia', 'bro']"
RT USER ini orang kebiasaan jilat ludah sendiri.. Bik malu USER kami hormat SBY tapi tidak buzzer tolol satu ini,1,0,0,orang jilat ludah bik malu hormat susilo bambang yudhoyono buzzer tolol,"['orang', 'jilat', 'ludah', 'bik', 'malu', 'hormat', 'susilo', 'bambang', 'yudhoyono', 'buzzer', 'tolol']"
"PENGGUNA Oh penipuan. Ya, urus saja bodoh, orang-orangmu membutuhkannya'",1,0,0,oh tipu ya urus bodoh orang orang butuh,"['oh', 'tipu', 'ya', 'urus', 'bodoh', 'orang', 'orang', 'butuh']"
"SELAMATKAN INDONESIA! Ayo, penjarakan aku! gulingkan jokowi!",0,0,1,selamat indonesia ayo penjara guling jokowi,"['selamat', 'indonesia', 'ayo', 'penjara', 'guling', 'jokowi']"
TURUNKAN PKI! Asosiasi Keripik Indo... URL,0,0,1,turun partai komunis indonesia asosiasi keripik indonesia uniform resource locator,"['turun', 'partai', 'komunis', 'indonesia', 'asosiasi', 'keripik', 'indonesia', 'uniform', 'resource', 'locator']"
"Jokowi harus segera dicopot dan digantikan oleh Ahmad Heryawan. Cebong jangan kasar, saya hanya memberi contoh saja",0,0,1,jokowi copot ganti ahmad heryawan cebong kasar contoh,"['jokowi', 'copot', 'ganti', 'ahmad', 'heryawan', 'cebong', 'kasar', 'contoh']"
Anies Sandi jelas terlibat dalam URL Saracen,0,1,0,anies sandi libat uniform resource locator saracen,"['anies', 'sandi', 'libat', 'uniform', 'resource', 'locator', 'saracen']"
Yg mau lengserkan Jok pasti lawan politiknya spt SBY wowo HT TS PKS.biasa bayarin demo-demo..FPI.jgn takut pak Jok.Rakyat TNI POl bela JokAhok,0,1,0,lengser jok lawan politik surat pemberitahuan susilo bambang yudhoyono prabowo hati thread starter partai adil sejahtera bayar demo demo front bela islam takut jok rakyat tentara nasional indonesia pol bela jokowi ahok,"['lengser', 'jok', 'lawan', 'politik', 'surat', 'pemberitahuan', 'susilo', 'bambang', 'yudhoyono', 'prabowo', 'hati', 'thread', 'starter', 'partai', 'adil', 'sejahtera', 'bayar', 'demo', 'demo', 'front', 'bela', 'islam', 'takut', 'jok', 'rakyat', 'tentara', 'nasional', 'indonesia', 'pol', 'bela', 'jokowi', 'ahok']"
PENGGUNA RT PENGGUNA PENGGUNA Ini adalah makhluk Tuhan yang paling jahat,1,0,0,makhluk tuhan jahat,"['makhluk', 'tuhan', 'jahat']"
"Pengusaha China: Kalau Reklamasi Pulau G Dibatalkan, Jokowi Akan Kita Singkirkan! URL",0,0,1,usaha cina reklamasi pulau batal jokowi singkir uniform resource locator,"['usaha', 'cina', 'reklamasi', 'pulau', 'batal', 'jokowi', 'singkir', 'uniform', 'resource', 'locator']"
RT USER Biasanya melontarkan pernyataan buruk saja akan mempermalukan Prabowo,1,0,0,lontar nyata buruk malu prabowo,"['lontar', 'nyata', 'buruk', 'malu', 'prabowo']"
"USER USER Bubarkan KPK...tidak ada gunanya punya KPK, hanya dijadikan alat politik pemerintah",0,0,1,bubar komisi berantas korupsi komisi berantas korupsi alat politik perintah,"['bubar', 'komisi', 'berantas', 'korupsi', 'komisi', 'berantas', 'korupsi', 'alat', 'politik', 'perintah']"
USER Cara bodoh yang dilakukan rezim bodoh..\n\nKlop.',0,1,0,bodoh laku rezim bodoh klop,"['bodoh', 'laku', 'rezim', 'bodoh', 'klop']"
USER Bubarkan aja kpk pilih kasih yg besar malah lolos,0,0,1,bubar komisi berantas korupsi pilih kasih lolos,"['bubar', 'komisi', 'berantas', 'korupsi', 'pilih', 'kasih', 'lolos']"
Bubarkan HTI &amp; FPI. URL,0,0,1,bubar hati amp front bela islam uniform resource locator,"['bubar', 'hati', 'amp', 'front', 'bela', 'islam', 'uniform', 'resource', 'locator']"
TURUNKAN PKI DAN MENTERINYA DI LBH_JAKARTA SEKARANG.,0,0,1,turun partai komunis indonesia menteri jaka a,"['turun', 'partai', 'komunis', 'indonesia', 'menteri', 'jaka', 'a']"
Adzan di TV yang menyebut Allah SWT bodoh & biadab harus dihentikan dan acara yang mencemarkan nama baik Tuhan tidak boleh dilanjutkan.,0,0,1,azan televisi allah subhanahu wa taala bodoh biadab henti acara cemar nama tuhan,"['azan', 'televisi', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'henti', 'acara', 'cemar', 'nama', 'tuhan']"
"Ketika Ahok berbicara, Sylvi tampak baik-baik saja. Namun, begitu Ahok berdebat, Sylvi langsung menjadi idiot.",1,0,0,ahok bicara sylvi ahok debat sylvi langsung idiot,"['ahok', 'bicara', 'sylvi', 'ahok', 'debat', 'sylvi', 'langsung', 'idiot']"
USER USER USER Narapidana tetaplah napi...tidak ada bedanya...jangan bodoh dan pura-pura membela penoda agama...statusnya sama dengan napi yang lain gan..!! hehe',0,1,0,narapidana napi beda bodoh pura pura bela noda agama status napi juragan hehe,"['narapidana', 'napi', 'beda', 'bodoh', 'pura', 'pura', 'bela', 'noda', 'agama', 'status', 'napi', 'juragan', 'hehe']"
Masih yakin ini presiden? #2019GantiPresiden WAJIB!! USER USER bagaimana menurut anda USER mohon pencerahannya prof,1,0,0,presiden 2019 ganti presiden wajib mohon cerah prof,"['presiden', '2019', 'ganti', 'presiden', 'wajib', 'mohon', 'cerah', 'prof']"
USER Yang main cebong tak pernah keluar dari kolam pak..makanya saya tidak tahu..jangan ditangkap lagi..maka akan muncul lagi cebong lain dari dasar kolam yang kotor..',0,1,0,main cebong kolam tangkap muncul cebong dasar kolam kotor,"['main', 'cebong', 'kolam', 'tangkap', 'muncul', 'cebong', 'dasar', 'kolam', 'kotor']"
USER USER Korban cuci otak maijen K. Kunyuk.',1,0,0,korban cuci otak mayjen k kunyuk,"['korban', 'cuci', 'otak', 'mayjen', 'k', 'kunyuk']"
sasaeng sasaeng your eyes picek a',1,0,0,sasaeng sasaeng your eyes picek a,"['sasaeng', 'sasaeng', 'your', 'eyes', 'picek', 'a']"
ahem USER... Saya pikir sudah waktunya untuk menjatuhkan Pak USER. Akal sehatnya tidak berfungsi,1,0,0,ahem pikir jatuh akal sehat fungsi,"['ahem', 'pikir', 'jatuh', 'akal', 'sehat', 'fungsi']"
"USER tidak akan memasuki otak BONG, mereka bodoh selamanya. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",0,1,0,pasuk otak bong bodoh,"['pasuk', 'otak', 'bong', 'bodoh']"
"PENGGUNA PENGGUNA PENGGUNA wah dasar Habib penjilat, gimana caranya minta syafaat sama cucu Nabi, menghinanya kayak gitu'",1,0,0,dasar habib jilat syafaat cucu nabi hina kayak,"['dasar', 'habib', 'jilat', 'syafaat', 'cucu', 'nabi', 'hina', 'kayak']"
"USER USER USER Baru jd calon legislatif aja udah budek &amp; ngawur, kebayang ntar kl dah jd \xf0\x9f\xa4\x94\xf0\x9f\x98\x84'",1,0,0,calon legislatif budek amp ngawur bayang,"['calon', 'legislatif', 'budek', 'amp', 'ngawur', 'bayang']"
"Indonesia perlu tindakan nyata, usir Duta Besar Myanmar untuk Indonesia, karena biksu Buddha dan militer melakukan pembunuhan massal (genosida) terhadap etnis Rohingya.",0,0,1,indonesia tindak nyata usir duta myanmar indonesia biksu buddha militer laku bunuh massal genosida hadap etnis rohingya,"['indonesia', 'tindak', 'nyata', 'usir', 'duta', 'myanmar', 'indonesia', 'biksu', 'buddha', 'militer', 'laku', 'bunuh', 'massal', 'genosida', 'hadap', 'etnis', 'rohingya']"
Cina perusak bangsa!! Usir !! Stuju??,0,0,1,cina usak bangsa usir tuju,"['cina', 'usak', 'bangsa', 'usir', 'tuju']"
RT USER tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....,1,0,0,kenyataanya juta rakyat asli pribumi miskin miskin ahok cina kafir,"['kenyataanya', 'juta', 'rakyat', 'asli', 'pribumi', 'miskin', 'miskin', 'ahok', 'cina', 'kafir']"
"Prabowo, dalang kerusuhan Mei 98, kecil kemungkinannya menjadi presiden. Pemaparannya selengkapnya..! URL",1,0,0,prabowo dalang rusuh mei 98 presiden papar lengkap uniform resource locator,"['prabowo', 'dalang', 'rusuh', 'mei', '98', 'presiden', 'papar', 'lengkap', 'uniform', 'resource', 'locator']"
USER USER Inilah efek ajaran bani cingkrang jidat item pantat panci.',0,1,0,efek ajar bani cingkrang jidat hitam pantat panci,"['efek', 'ajar', 'bani', 'cingkrang', 'jidat', 'hitam', 'pantat', 'panci']"
USER USER Wkwkwk update selalu gua ttg bencong satu itu',1,0,0,wkwk gue bencong,"['wkwk', 'gue', 'bencong']"
USER USER USER Yg sok tau itu yg blng pemerintah komunis hny kerja sama dgn china dah di cap komunis,1,0,0,sok tau bilang perintah komunis kerja cina cap komunis,"['sok', 'tau', 'bilang', 'perintah', 'komunis', 'kerja', 'cina', 'cap', 'komunis']"
USER mampus lu kunyuk',1,0,0,mampus kunyuk,"['mampus', 'kunyuk']"
USER USER USER USER Udah jadi rahasia umum bong.!!\nKoruptor.\nRampok.\nPelaku maksiat.\nPelaku bisnis maksiat.\nKaum LGBT.\nPenjilat.\nDukun sesat.\nDukun cabul.\nBla bla bla..\nTergabung dlm bani cebong.,0,1,0,rahasia bong koruptor rampok laku maksiat laku bisnis maksiat kaum lgbt jilat dukun sesat dukun cabul bla bla bla gabung bani cebong,"['rahasia', 'bong', 'koruptor', 'rampok', 'laku', 'maksiat', 'laku', 'bisnis', 'maksiat', 'kaum', 'lgbt', 'jilat', 'dukun', 'sesat', 'dukun', 'cabul', 'bla', 'bla', 'bla', 'gabung', 'bani', 'cebong']"
USER Ahelah sombong banget punuk unta',1,0,0,alah sombong banget punuk unta,"['alah', 'sombong', 'banget', 'punuk', 'unta']"
USER USER Laporin juga Alisa Wahid yg menyamakan teroris Budha Myanmar dgn FPI,1,0,0,lapor alisa wahid teroris buddha myanmar front bela islam,"['lapor', 'alisa', 'wahid', 'teroris', 'buddha', 'myanmar', 'front', 'bela', 'islam']"
USER Kata Cebong Dolar naik ga ngaruh....MATAMU PICEK #gantipresiden2019',1,0,0,cebong dolar pengaruh mata picek ganti presiden 2019,"['cebong', 'dolar', 'pengaruh', 'mata', 'picek', 'ganti', 'presiden', '2019']"
Hancurkan PKI...!!! URL di depan URL Gedung LBH JAKARTA,0,0,1,hancur partai komunis indonesia uniform resource locator uniform resource locator gedung jaka a,"['hancur', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator', 'gedung', 'jaka', 'a']"
"Kalau negara mau aman, syaratnya cuma 1... tumbangkan Jokowi!!! Lindungi NKRI, Selamatkan Negeri ini!!! .USER USER",0,0,1,negara aman syarat 1 tumbang jokowi lindung negara republik indonesia selamat negeri,"['negara', 'aman', 'syarat', '1', 'tumbang', 'jokowi', 'lindung', 'negara', 'republik', 'indonesia', 'selamat', 'negeri']"
Maksudnya adalah ingin menciptakan sebuah image... kekuatan apa lagi yang diberikan oleh impresi tersebut... #2019GantiPresiden,1,0,0,maksud cipta buah citra kuat impresi 2019 ganti presiden,"['maksud', 'cipta', 'buah', 'citra', 'kuat', 'impresi', '2019', 'ganti', 'presiden']"
"USER USER USER USER USER USER USER USER Misal TKA ilegal dari China semuanya jelas dan faktual, mau bukti lamaran dan sudah review URL ini, jelas pesanannya tidak bermaksud untuk melengkapinya..",1,0,0,tenaga kerja asing ilegal cina faktual bukti lamar review uniform resource locator pesan maksud lengkap,"['tenaga', 'kerja', 'asing', 'ilegal', 'cina', 'faktual', 'bukti', 'lamar', 'review', 'uniform', 'resource', 'locator', 'pesan', 'maksud', 'lengkap']"
"Ehh anak anjing ahok, kelan belum sadarkan diri, mending bool basuki mut2 dibiarkan saja kesana, beritahu babi yang lain, bool basuki baunya enak sekali",1,0,0,eh anak anjing ahok klan sadar mending bool basuki mut2 biar kesana beritahu babi bool basuki bau enak,"['eh', 'anak', 'anjing', 'ahok', 'klan', 'sadar', 'mending', 'bool', 'basuki', 'mut2', 'biar', 'kesana', 'beritahu', 'babi', 'bool', 'basuki', 'bau', 'enak']"
"Banyak Laporan tentang Gafatar, Kami Rekomendasikan Dilarang Yg harus dilarang ISLAM #hikdun",0,1,0,lapor gera fajar nusantara rekomendasi larang larang islam hikdun,"['lapor', 'gera', 'fajar', 'nusantara', 'rekomendasi', 'larang', 'larang', 'islam', 'hikdun']"
"ayo kita usir dan bantai saja seluruh umat Hindu Budha yang ada di Indonesia, agar mereka tahu bagaimana rasanya.... URL",0,0,1,ayo usir bantai umat hindu buddha indonesia uniform resource locator,"['ayo', 'usir', 'bantai', 'umat', 'hindu', 'buddha', 'indonesia', 'uniform', 'resource', 'locator']"
"USER USER yo jual seh koh, matamu ii picek ta ga isa liak tas njlentrek sak taek ndayak ndek tokoku.\ntas kulit lumpia sek kosong, ga pengen tas kulit kadal koh? cocok sama ilatmu.'",1,0,0,iya jual sih koh mata ih picek ta liak tas jlentrek sak tai dayak dik toko tas kulit lumpia sek kosong tas kulit kadal koh cocok lidah,"['iya', 'jual', 'sih', 'koh', 'mata', 'ih', 'picek', 'ta', 'liak', 'tas', 'jlentrek', 'sak', 'tai', 'dayak', 'dik', 'toko', 'tas', 'kulit', 'lumpia', 'sek', 'kosong', 'tas', 'kulit', 'kadal', 'koh', 'cocok', 'lidah']"
"Apakah ini beradab? Kalau setuju ini tidak beradab, buang saja Islam karena hanya dengan membuang Islam barbarisme bisa dikurangi.",0,0,1,adab tuju adab buang islam buang islam barbarisme rang,"['adab', 'tuju', 'adab', 'buang', 'islam', 'buang', 'islam', 'barbarisme', 'rang']"
Rezim Diktator.. Ekonomi hanya untuk Tiongkok.. Sumpah setia pada Konstitusi PENGkhianat PENGGUNA Gulingkan Jokowi,0,0,1,rezim diktator ekonomi tiongkok sumpah setia konstitusi penghianat guling jokowi,"['rezim', 'diktator', 'ekonomi', 'tiongkok', 'sumpah', 'setia', 'konstitusi', 'penghianat', 'guling', 'jokowi']"
USER Bangkai qm naq^_^',1,0,0,bangkai,['bangkai']
"Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok.",1,0,0,bicara sylvi lihat oke debat ahok sylvi langsung kuat goblok,"['bicara', 'sylvi', 'lihat', 'oke', 'debat', 'ahok', 'sylvi', 'langsung', 'kuat', 'goblok']"
USER Pengkhianat NKRI adalah konspirator yang mengambil keputusan yang merugikan negara!! Tenggelamkan komplotan moncong babi anak buah PKI,0,0,1,penghianat negara republik indonesia konspirator ambil putus rugi negara tenggelam komplot moncong babi anak buah partai komunis indonesia,"['penghianat', 'negara', 'republik', 'indonesia', 'konspirator', 'ambil', 'putus', 'rugi', 'negara', 'tenggelam', 'komplot', 'moncong', 'babi', 'anak', 'buah', 'partai', 'komunis', 'indonesia']"
PENGGUNA PENGGUNA Oh unta bodoh. Sayang sekali orang tuamu melahirkan hewan sepertimu. Penduduk dasar bumi dtr. PKS terkutuk',0,1,0,oh unta bodoh sayang orang tuan lahir hewan sepe imu duduk dasar bumi datar partai adil sejahtera kutuk,"['oh', 'unta', 'bodoh', 'sayang', 'orang', 'tuan', 'lahir', 'hewan', 'sepe', 'imu', 'duduk', 'dasar', 'bumi', 'datar', 'partai', 'adil', 'sejahtera', 'kutuk']"
17. Tanah rakyat untuk pengembang. Itulah modus korupsi terbesar Ahok selama jadi Gubernur Jakarta. Asumsikan Rp5 juta/m2 = Rp 85 triliun !!,1,0,0,17 tanah rakyat kembang modus korupsi ahok gubernur jaka a asumsi rp5 juta m2 rupiah 85 triliun,"['17', 'tanah', 'rakyat', 'kembang', 'modus', 'korupsi', 'ahok', 'gubernur', 'jaka', 'a', 'asumsi', 'rp5', 'juta', 'm2', 'rupiah', '85', 'triliun']"
Pengguna,1,0,0,nan,['nan']
RT USER Ketauan busuknya si USER ..maunya melihat kesalahan orang ..kesalahan sendiri ga diliat ..BUBARKAN PANSUS ANGKET KPK,0,0,1,busuk sih lihat salah orang salah lihat bubar panitia khusus angket komisi berantas korupsi,"['busuk', 'sih', 'lihat', 'salah', 'orang', 'salah', 'lihat', 'bubar', 'panitia', 'khusus', 'angket', 'komisi', 'berantas', 'korupsi']"
"Di Myanmar, yang mayoritas penduduknya bukan Muslim, mereka menindas dan membunuh umat Islam. Saatnya kita berjihad dengan segala yang kita punya. Jihad dengan harta",0,1,0,myanmar mayoritas duduk muslim tindas bunuh umat islam jihad jihad a,"['myanmar', 'mayoritas', 'duduk', 'muslim', 'tindas', 'bunuh', 'umat', 'islam', 'jihad', 'jihad', 'a']"
"USER ""Dia mah mukanya udah rusak, gak bisa dibenerin lagi.""\n""Yakin mau ngajak dia? Liat aja bajunya kayak gitu.""\n""Jangan sekelompok sama dia deh, keliatan bukan orang mampu.""\n\nAlah kampang.'",1,0,0,muka rusak ajak lihat baju kayak kelompok deh lihat orang alah kampang,"['muka', 'rusak', 'ajak', 'lihat', 'baju', 'kayak', 'kelompok', 'deh', 'lihat', 'orang', 'alah', 'kampang']"
RT USER: USER kaulah yang bahagia \xf0\x9f\x98\xa1',1,0,0,kau bahagia,"['kau', 'bahagia']"
USER USER Aseng yg bajingan spt ahok beserta kroni\xc2\xb2 nya perlu di anti kan',0,1,0,asing bajing surat pemberitahuan ahok bese a kroni nya anti,"['asing', 'bajing', 'surat', 'pemberitahuan', 'ahok', 'bese', 'a', 'kroni', 'nya', 'anti']"
"USER Betul, setuju gw, bosan, muak. Apalagi ma kelakuan cebong, nyinyirnya kebangetan.'",0,1,0,tuju gue bosan muak laku cebong nyinyir banget,"['tuju', 'gue', 'bosan', 'muak', 'laku', 'cebong', 'nyinyir', 'banget']"
"USER, biarin aja ayahmu kena masalah, oke? Kamu tahu, kamu nggak suka Ahok, jadi kamu akan kena masalah sama ayahmu.",0,1,0,biar ayah kena oke suka ahok kena ayah,"['biar', 'ayah', 'kena', 'oke', 'suka', 'ahok', 'kena', 'ayah']"
komunis kau BaNGSaT...! USER keluar kalian segera.. kapan pun di mana pun URL,0,1,0,komunis bangsat uniform resource locator,"['komunis', 'bangsat', 'uniform', 'resource', 'locator']"
"USER USER Cebong kopinya kurang...\xf0\x9f\x98\x81\nHarga sudah naik, katanya masih bisa beli...walaupun saya terlilit hutang\xf0\x9f\x98\ x82'",0,1,0,cebong kopi harga beli lilit hutang x82,"['cebong', 'kopi', 'harga', 'beli', 'lilit', 'hutang', 'x82']"
"USER NCib jelek, Pelcija bagus tapi bodoh.'",0,1,0,persib jelek persija bagus bodoh,"['persib', 'jelek', 'persija', 'bagus', 'bodoh']"
"Tiba2 pada sadar bahwa bahasa ""kampret-cebong"" tdk pantas..setelah sekian lama menebar bahasa dg segala SARA dan kebencian...?? Trs kata2 ""KAFIR, CINA, PKI..dsb...?? #MUNAFIK.'",0,1,0,sadar bahasa kampret cebong sekian tebar bahasa sara benci kafir cina partai komunis indonesia munafik,"['sadar', 'bahasa', 'kampret', 'cebong', 'sekian', 'tebar', 'bahasa', 'sara', 'benci', 'kafir', 'cina', 'partai', 'komunis', 'indonesia', 'munafik']"
"Brngsk gua udh tobat.\nTiba"" vidkep muncul.\nTerkutuk kau boy yg nge rt in'",1,0,0,berengsek gue tobat video bokep muncul kutuk boy nge in,"['berengsek', 'gue', 'tobat', 'video', 'bokep', 'muncul', 'kutuk', 'boy', 'nge', 'in']"
Media sampah msh aja berFraming Tim Anies-Sandi Kaget Indra Piliang Ditangkap Terkait Narkoba URL,1,0,0,media sampah berframing tim anies sandi kaget indra piliang tangkap kait narkoba uniform resource locator,"['media', 'sampah', 'berframing', 'tim', 'anies', 'sandi', 'kaget', 'indra', 'piliang', 'tangkap', 'kait', 'narkoba', 'uniform', 'resource', 'locator']"
USER USER USER USER adalah seorang BENCI yang hasil selingkuh pasangannya dengan kuda Wowok... lahirlah unta palsu..... ngeooaahahahaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 \xf0\ x9f\x92\xa6\xf,1,0,0,orang benci hasil selingkuh pasang kuda prabowo lahir unta palsu ngeooaahahahaaaaa x9f,"['orang', 'benci', 'hasil', 'selingkuh', 'pasang', 'kuda', 'prabowo', 'lahir', 'unta', 'palsu', 'ngeooaahahahaaaaa', 'x9f']"
USER Ada juga yang berarti anyer',1,0,0,bera i anyer,"['bera', 'i', 'anyer']"
perintah ulama!! TURUNKAN PKI!! URL,0,0,1,perintah ulama turun partai komunis indonesia uniform resource locator,"['perintah', 'ulama', 'turun', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
USER USER mereka hanyalah antek-antek Zionis dan komunis,0,1,0,antek antek zionis komunis,"['antek', 'antek', 'zionis', 'komunis']"
"Setuju... Usir saja yang keturunan Arab, India, dan China, termasuk Anda Zul. URL",0,0,1,tuju usir turun arab india cina masuk zul uniform resource locator,"['tuju', 'usir', 'turun', 'arab', 'india', 'cina', 'masuk', 'zul', 'uniform', 'resource', 'locator']"
